"","ID","Binomial","Nrec","Group","ROC","TSS","Sensitivity","Specificity","Cutoff","Method","Shape_Area"
"712",704,"Myrciarufipila",9,"Trees","0.9 +/- 0.07","0.8 +/- 0.08","100 +/- 0","79.79 +/- 15.8","0.2 +/- 0.13","SDM",NA
"713",705,"Myrciaservata",12,"Trees","0.9 +/- 0.07","0.8 +/- 0.08","100 +/- 0","82.12 +/- 8.47","0.27 +/- 0.16","SDM",NA
"714",706,"Myrciasp",5,"Trees","0.9 +/- 0.07","0.9 +/- 0.09","100 +/- 0","92.78 +/- 8.58","0.23 +/- 0.12","Excluded",NA
"715",707,"Myrciasplendens",104,"Trees","0.9 +/- 0.03","0.8 +/- 0.04","85.71 +/- 8.65","90.08 +/- 6.39","0.14 +/- 0.14","SDM",NA
"716",708,"Myrmecizahemimelaena",56,"Birds","1 +/- 0.02","0.9 +/- 0.06","96.69 +/- 4.99","92.67 +/- 3.86","0.17 +/- 0.09","SDM",206.289504715369
"717",709,"Myrmoborusmyiotherinus",40,"Birds","0.9 +/- 0.04","0.8 +/- 0.09","92.57 +/- 9.97","91.17 +/- 6.85","0.15 +/- 0.1","SDM",391.7537121558
"718",710,"Myrmotheracampanisona",30,"Birds","1 +/- 0.03","0.9 +/- 0.08","96.15 +/- 7.11","97.35 +/- 3.11","0.21 +/- 0.12","SDM",372.064184894527
"719",711,"Myrmotherulaaxillaris",117,"Birds","0.9 +/- 0.01","0.7 +/- 0.03","90.82 +/- 5.52","81.36 +/- 5.92","0.12 +/- 0.12","SDM",633.704479463756
"720",712,"Myrmotherulabrachyura",36,"Birds","1 +/- 0.04","0.9 +/- 0.08","95.41 +/- 7.76","97.91 +/- 3.01","0.3 +/- 0.18","SDM",506.41217175189
"721",713,"Myrmotherulahauxwelli",48,"Birds","1 +/- 0.03","0.8 +/- 0.08","90.65 +/- 8.54","90.59 +/- 8.02","0.18 +/- 0.16","SDM",348.188194168117
"722",714,"Myrmotherulalongipennis",50,"Birds","0.9 +/- 0.04","0.8 +/- 0.08","86.8 +/- 7.48","97.62 +/- 2.96","0.3 +/- 0.22","SDM",417.478749377892
"723",715,"Myrmotherulamenetriesii",77,"Birds","0.9 +/- 0.02","0.8 +/- 0.05","88.39 +/- 7.69","88.95 +/- 8.54","0.15 +/- 0.17","SDM",517.571716387679
"724",716,"Myrmotherulasclateri",22,"Birds","1 +/- 0.06","0.9 +/- 0.12","91.2 +/- 12.05","96.82 +/- 4.58","0.29 +/- 0.21","SDM",217.781175830512
"725",717,"Naucleopsiscaloneura",78,"Trees","1 +/- 0.04","0.8 +/- 0.07","88.83 +/- 7.12","95.3 +/- 4.86","0.17 +/- 0.12","SDM",NA
"726",718,"Naucleopsisconcinna",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"727",719,"Naucleopsisulei",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"728",720,"Nectandracuspidata",57,"Trees","0.9 +/- 0.03","0.8 +/- 0.06","90.6 +/- 7.08","88.98 +/- 6.4","0.14 +/- 0.12","SDM",NA
"729",721,"Neeafloribunda",44,"Trees","0.9 +/- 0.05","0.9 +/- 0.07","93.7 +/- 6.31","91.76 +/- 4.87","0.17 +/- 0.14","SDM",NA
"730",722,"Neeamadeirana",37,"Trees","1 +/- 0.04","0.9 +/- 0.09","93.88 +/- 7.72","95.67 +/- 6.34","0.26 +/- 0.17","SDM",NA
"731",723,"Neeaoppositifolia",68,"Trees","0.9 +/- 0.03","0.8 +/- 0.07","90.18 +/- 5.89","88.31 +/- 5.54","0.15 +/- 0.07","SDM",NA
"732",724,"Neeaovalifolia",31,"Trees","0.9 +/- 0.04","0.8 +/- 0.07","92.86 +/- 8.4","91.82 +/- 5.84","0.18 +/- 0.09","SDM",NA
"733",725,"Neoptychocarpusapodanthus",47,"Trees","0.9 +/- 0.03","0.8 +/- 0.06","87.83 +/- 9.23","91.01 +/- 8.74","0.2 +/- 0.13","SDM",NA
"734",726,"Niedenzuellalucida",5,"Trees","0.9 +/- 0.07","0.9 +/- 0.08","100 +/- 0","92.8 +/- 8.43","0.23 +/- 0.12","SDM",NA
"735",727,"Niedenzuellamater-dei",16,"Trees","0.7 +/- 0.22","0.5 +/- 0.38","60 +/- 39.54","90.32 +/- 18.8","0.42 +/- 0.25","Excluded",NA
"736",728,"Notharchushyperrhynchus",32,"Birds","1 +/- 0.03","0.9 +/- 0.07","96.15 +/- 7.11","92.71 +/- 6.74","0.17 +/- 0.16","SDM",431.430762403963
"737",729,"Notharchusordii",1,"Birds",NA,NA,NA,NA,NA,"UPFls_10",42.8105478944895
"738",730,"Notharchustectus",37,"Birds","0.9 +/- 0.03","0.8 +/- 0.05","94.16 +/- 8.43","84.51 +/- 8.48","0.15 +/- 0.13","SDM",413.991515681701
"739",731,"Nyctibiusaethereus",1,"Birds",NA,NA,NA,NA,NA,"UPFls_10",410.814104775386
"740",732,"Nyctibiusleucopterus",4,"Birds",NA,NA,NA,NA,NA,"UPFls_10",237.637343952435
"741",732,"Nyctibiusleucopterus",4,"Birds",NA,NA,NA,NA,NA,"UPFls_10",33.8287447858281
"742",733,"Nyctiphrynusocellatus",6,"Birds","0.9 +/- 0.09","0.9 +/- 0.09","100 +/- 0","92.09 +/- 9.36","0.29 +/- 0.2","SDM",285.021621736508
"743",734,"Nystalusstriolatus",16,"Birds","1 +/- 0.04","0.9 +/- 0.09","100 +/- 0","87.5 +/- 9.61","0.18 +/- 0.14","SDM",241.054751630054
"744",735,"Ocoteaaciphylla",61,"Trees","0.9 +/- 0.03","0.8 +/- 0.07","86.27 +/- 7.64","94.37 +/- 4.74","0.18 +/- 0.13","SDM",NA
"745",736,"Ocoteacanaliculata",16,"Trees","1 +/- 0.02","1 +/- 0.04","100 +/- 0","98.04 +/- 5.01","0.33 +/- 0.13","SDM",NA
"746",737,"Ocoteacernua",90,"Trees","0.9 +/- 0.02","0.8 +/- 0.07","91.05 +/- 6.64","87.91 +/- 7.03","0.12 +/- 0.06","SDM",NA
"747",738,"Ocoteacujumary",32,"Trees","1 +/- 0.04","0.9 +/- 0.08","91.2 +/- 8.44","95.67 +/- 5.94","0.21 +/- 0.18","SDM",NA
"748",739,"Ocoteafasciculata",5,"Trees","1 +/- 0.07","0.9 +/- 0.08","100 +/- 0","94.22 +/- 8.66","0.22 +/- 0.12","SDM",NA
"749",740,"Ocoteafloribunda",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"750",741,"Ocoteaglomerata",33,"Trees","0.9 +/- 0.03","0.8 +/- 0.09","89.61 +/- 9.24","91.7 +/- 6.28","0.19 +/- 0.09","SDM",NA
"751",742,"Ocotealeucoxylon",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"752",743,"Ocotealongifolia",60,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"753",744,"Ocoteapauciflora",13,"Trees","1 +/- 0.01","1 +/- 0.03","100 +/- 0","98.37 +/- 2.7","0.32 +/- 0.11","SDM",NA
"754",745,"Ocoteapercurrens",10,"Trees","1 +/- 0.03","0.9 +/- 0.08","100 +/- 0","93.05 +/- 7.55","0.25 +/- 0.18","SDM",NA
"755",746,"Ocoteapetalanthera",19,"Trees","0.9 +/- 0.12","0.8 +/- 0.17","95.59 +/- 14.4","87.93 +/- 12.17","0.17 +/- 0.14","SDM",NA
"756",747,"Ocoteasp",7,"Trees","1 +/- 0.06","0.9 +/- 0.08","100 +/- 0","93.78 +/- 7.73","0.31 +/- 0.12","Excluded",NA
"757",748,"Ocoteasp1",1,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"758",749,"Ocoteatomentella",9,"Trees","1 +/- 0.01","1 +/- 0.02","100 +/- 0","99.19 +/- 2.03","0.35 +/- 0.1","UPFls_10",NA
"759",750,"Odontadeniasp",1,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"760",751,"Odontophorusgujanensis",9,"Birds","1 +/- 0.03","1 +/- 0.07","100 +/- 0","96.3 +/- 7.01","0.29 +/- 0.1","UPFls_10",618.199840984838
"761",752,"Odontorchiluscinereus",7,"Birds","1 +/- 0.02","1 +/- 0.04","100 +/- 0","98.12 +/- 4.38","0.32 +/- 0.11","UPFls_10",86.3499844464021
"762",753,"Oenocarpusbacaba",57,"Trees","0.9 +/- 0.03","0.8 +/- 0.08","89.09 +/- 9.82","90.12 +/- 9.42","0.21 +/- 0.21","SDM",NA
"763",754,"Oenocarpusdistichus",48,"Trees","0.9 +/- 0.03","0.8 +/- 0.05","90.74 +/- 8.29","85.65 +/- 9.05","0.14 +/- 0.08","SDM",NA
"764",755,"Oenocarpusgrandiflora",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"765",756,"Oenocarpusmapora",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"766",757,"Omphaleadiandra",7,"Trees","1 +/- 0.04","1 +/- 0.06","100 +/- 0","96.7 +/- 5.91","0.37 +/- 0.15","UPFls_10",NA
"767",758,"Onychopetalumamazonicum",12,"Trees","1 +/- 0.03","1 +/- 0.06","100 +/- 0","96.98 +/- 5.96","0.36 +/- 0.13","SDM",NA
"768",759,"Onychorhynchuscoronatus",18,"Birds","0.9 +/- 0.04","0.8 +/- 0.08","100 +/- 0","81.04 +/- 8.4","0.14 +/- 0.08","SDM",488.201137841719
"769",760,"Ormosiacoutinhoi",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"770",761,"Ormosiaflava",23,"Trees","0.9 +/- 0.04","0.9 +/- 0.09","93.89 +/- 9.34","92.15 +/- 6.33","0.22 +/- 0.12","SDM",NA
"771",762,"Ormosiaholerythra",9,"Trees","1 +/- 0.04","0.9 +/- 0.07","100 +/- 0","91.34 +/- 7.1","0.22 +/- 0.15","SDM",NA
"772",763,"Ormosiaparaensis",36,"Trees","0.9 +/- 0.05","0.8 +/- 0.06","89.68 +/- 8.21","90.61 +/- 5.68","0.16 +/- 0.08","SDM",NA
"773",764,"Ornithioninerme",65,"Birds","0.9 +/- 0.03","0.7 +/- 0.05","85.94 +/- 9.87","81.11 +/- 9.81","0.12 +/- 0.08","SDM",548.625037315376
"774",765,"Ourateaaquatica",7,"Trees","0.9 +/- 0.08","0.9 +/- 0.08","100 +/- 0","93.6 +/- 8.1","0.33 +/- 0.23","SDM",NA
"775",766,"Ourateacastaneifolia",19,"Trees","1 +/- 0.05","0.9 +/- 0.12","94 +/- 10.9","97.26 +/- 7.31","0.45 +/- 0.24","SDM",NA
"776",767,"Ourateadiscophora",5,"Trees","1 +/- 0.03","1 +/- 0.06","100 +/- 0","96.58 +/- 5.59","0.33 +/- 0.1","UPFls_10",NA
"777",768,"Ourateaparaensis",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"778",769,"Oxandrakrukoffii",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"779",770,"Pachypteraaromatica",20,"Trees","0.9 +/- 0.07","0.9 +/- 0.12","88.46 +/- 12.63","99.23 +/- 2.31","0.41 +/- 0.15","SDM",NA
"780",771,"Pachyramphusmarginatus",45,"Birds","0.9 +/- 0.04","0.8 +/- 0.09","89.39 +/- 7.26","95.4 +/- 3.84","0.2 +/- 0.1","SDM",520.431052818569
"781",772,"Pachyramphusminor",20,"Birds","0.9 +/- 0.07","0.9 +/- 0.1","94.74 +/- 10.47","91.65 +/- 8.14","0.2 +/- 0.15","SDM",564.960312674966
"782",773,"Palicoureaguianensis",13,"Trees","0.9 +/- 0.07","0.9 +/- 0.11","100 +/- 0","86.62 +/- 10.77","0.27 +/- 0.19","SDM",NA
"783",774,"Palicoureamacrobotrys",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"784",775,"Palicoureatriphylla",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"785",776,"Parahancorniafasciculata",13,"Trees","1 +/- 0.04","0.9 +/- 0.1","100 +/- 0","90.73 +/- 9.56","0.18 +/- 0.16","SDM",NA
"786",777,"Parinariexcelsa",9,"Trees","1 +/- 0.03","1 +/- 0.07","100 +/- 0","95.56 +/- 6.86","0.33 +/- 0.15","UPFls_10",NA
"787",778,"Parinarirodolphii",9,"Trees","0.9 +/- 0.05","0.9 +/- 0.11","100 +/- 0","84.36 +/- 20.03","0.11 +/- 0.1","SDM",NA
"788",779,"Parkiadecussata",20,"Trees","0.9 +/- 0.05","0.9 +/- 0.1","92.31 +/- 11.77","93.65 +/- 6.84","0.3 +/- 0.22","SDM",NA
"789",780,"Parkiagigantocarpa",17,"Trees","0.9 +/- 0.05","0.8 +/- 0.09","100 +/- 0","84.29 +/- 9.35","0.23 +/- 0.16","SDM",NA
"790",781,"Parkiamultijuga",29,"Trees","1 +/- 0.03","0.8 +/- 0.08","96.21 +/- 7.15","87.47 +/- 8.91","0.18 +/- 0.16","SDM",NA
"791",782,"Parkianitida",11,"Trees","1 +/- 0.05","0.9 +/- 0.1","100 +/- 0","92.99 +/- 9.66","0.41 +/- 0.29","SDM",NA
"792",783,"Parkiapendula",28,"Trees","0.9 +/- 0.03","0.8 +/- 0.08","96.15 +/- 7.16","84.63 +/- 8.5","0.12 +/- 0.06","SDM",NA
"793",784,"Parkiaulei",23,"Trees","0.9 +/- 0.04","0.8 +/- 0.07","94 +/- 9.32","87.46 +/- 10.1","0.21 +/- 0.19","SDM",NA
"794",785,"Passifloracandida",6,"Trees","1 +/- 0.07","0.9 +/- 0.09","100 +/- 0","93.59 +/- 8.51","0.28 +/- 0.17","SDM",NA
"795",786,"Passiflorasp1",1,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"796",787,"Patagioenasplumbea",61,"Birds","0.9 +/- 0.04","0.8 +/- 0.07","85.83 +/- 6.86","96.69 +/- 3.95","0.24 +/- 0.16","SDM",543.238142812673
"797",788,"Patagioenassubvinacea",22,"Birds","0.9 +/- 0.05","0.8 +/- 0.1","90.38 +/- 12.4","93.05 +/- 8.32","0.26 +/- 0.23","SDM",542.365671444744
"798",789,"Paulliniacapreolata",8,"Trees","1 +/- 0.04","0.9 +/- 0.07","100 +/- 0","92.41 +/- 7.11","0.23 +/- 0.19","SDM",NA
"799",790,"Paulliniaingifolia",11,"Trees","1 +/- 0.06","0.9 +/- 0.09","100 +/- 0","92.01 +/- 8.67","0.29 +/- 0.18","SDM",NA
"800",791,"Paulliniapinnata",15,"Trees","1 +/- 0.02","1 +/- 0.05","100 +/- 0","95.51 +/- 4.8","0.27 +/- 0.16","SDM",NA
"801",792,"Paulliniarugosa",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"802",793,"Paulliniasp",4,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"803",794,"Paulliniastipularis",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"804",795,"Pausandramartinii",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"805",796,"Pausandratrianae",13,"Trees","1 +/- 0.03","1 +/- 0.07","100 +/- 0","96.15 +/- 7.43","0.34 +/- 0.15","SDM",NA
"806",797,"Pauxituberosa",9,"Birds","1 +/- 0.04","1 +/- 0.08","100 +/- 0","95.58 +/- 8.18","0.29 +/- 0.14","UPFls_10",321.01421852394
"807",798,"Paypayrolagrandiflora",21,"Trees","1 +/- 0.04","0.9 +/- 0.09","96.79 +/- 8.47","94.32 +/- 5.97","0.2 +/- 0.09","SDM",NA
"808",799,"Peltogynevenosa",11,"Trees","1 +/- 0.05","0.9 +/- 0.09","100 +/- 0","91.36 +/- 9.12","0.24 +/- 0.2","SDM",NA
"809",800,"Penelopejacquacu",19,"Birds","1 +/- 0.03","0.9 +/- 0.09","97.14 +/- 8.07","92.78 +/- 7.06","0.2 +/- 0.18","SDM",410.48844547647
"810",801,"Perebeaguianensis",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"811",802,"Perebeamollis",31,"Trees","1 +/- 0.03","0.9 +/- 0.08","95.74 +/- 7.36","95.39 +/- 6.51","0.3 +/- 0.23","SDM",NA
"812",803,"Periporphyruserythromelas",9,"Birds","1 +/- 0.02","1 +/- 0.03","100 +/- 0","98.41 +/- 3.05","0.29 +/- 0.11","UPFls_10",71.0687841202959
"813",804,"Peritassalaevigata",10,"Trees","1 +/- 0.03","1 +/- 0.06","100 +/- 0","97.02 +/- 5.77","0.35 +/- 0.15","SDM",NA
"814",805,"Phaethornisaethopyga",15,"Birds","1 +/- 0.02","0.9 +/- 0.07","100 +/- 0","92.76 +/- 6.98","0.23 +/- 0.19","SDM",67.5502497191489
"815",806,"Phaethornisbourcieri",5,"Birds","1 +/- 0.05","1 +/- 0.06","100 +/- 0","95.83 +/- 6.47","0.27 +/- 0.09","UPFls_10",222.8006374072
"816",807,"Phaethornisruber",146,"Birds","0.9 +/- 0.04","0.6 +/- 0.07","80.2 +/- 10.01","79.27 +/- 7.64","0.1 +/- 0.04","Excluded",802.324210143171
"817",808,"Phaethornissuperciliosus",85,"Birds","0.9 +/- 0.03","0.8 +/- 0.07","88.24 +/- 8.49","89.97 +/- 6.11","0.13 +/- 0.08","SDM",208.757761690337
